Lon,Lat,Curie,Moho,LAB
-500000.0,1850000.0,20.0,25.0,137.0
-450000.0,-1200000.0,16.8,20.0,87.0
-450000.0,-1150000.0,18.7,21.0,88.0
-450000.0,-1100000.0,20.1,22.0,87.0
-450000.0,-1050000.0,20.0,23.0,86.0
-450000.0,-1000000.0,19.6,23.0,85.0
-450000.0,-950000.0,19.4,23.0,85.0
-450000.0,-900000.0,19.1,23.0,87.0
-450000.0,-850000.0,19.2,24.0,89.0
-450000.0,-800000.0,20.0,25.0,92.0
-450000.0,-750000.0,21.0,25.0,93.0
-450000.0,-700000.0,20.9,25.0,91.0
-450000.0,-650000.0,20.9,25.0,91.0
-450000.0,-600000.0,21.0,24.0,88.0
-450000.0,-550000.0,20.6,25.0,85.0
-450000.0,-500000.0,20.8,25.0,83.0
-450000.0,-450000.0,21.3,27.0,80.0
-450000.0,-400000.0,22.3,31.0,83.0
-450000.0,-350000.0,23.0,34.0,85.0
-450000.0,-300000.0,23.4,35.0,87.0
-450000.0,-250000.0,24.0,40.0,93.0
-450000.0,-200000.0,23.7,39.0,95.0
-450000.0,-150000.0,23.0,39.0,100.0
-450000.0,-100000.0,22.9,39.0,101.0
-450000.0,-50000.0,23.6,37.0,106.0
-450000.0,0.0,24.1,38.0,110.0
-450000.0,50000.0,25.9,39.0,123.0
-450000.0,100000.0,26.8,40.0,129.0
-450000.0,150000.0,30.8,39.0,148.0
-450000.0,200000.0,30.5,39.0,185.0
-450000.0,250000.0,30.1,39.0,192.0
-450000.0,300000.0,30.6,39.0,198.0
-450000.0,350000.0,30.9,40.0,203.0
-450000.0,400000.0,30.1,40.0,202.0
-450000.0,450000.0,29.6,40.0,206.0
-450000.0,500000.0,29.1,40.0,206.0
-450000.0,550000.0,29.2,39.0,207.0
-450000.0,600000.0,30.0,39.0,209.0
-450000.0,650000.0,30.0,39.0,209.0
-450000.0,700000.0,30.2,39.0,206.0
-450000.0,750000.0,30.4,39.0,205.0
-450000.0,800000.0,28.1,38.0,204.0
-450000.0,850000.0,25.7,36.0,202.0
-450000.0,900000.0,25.9,35.0,200.0
-450000.0,950000.0,25.7,37.0,198.0
-450000.0,1000000.0,26.2,37.0,195.0
-450000.0,1050000.0,27.3,38.0,193.0
-450000.0,1100000.0,27.9,41.0,189.0
-450000.0,1150000.0,28.0,43.0,186.0
-450000.0,1200000.0,29.1,43.0,182.0
-450000.0,1250000.0,33.8,43.0,178.0
-450000.0,1300000.0,43.4,42.0,176.0
-450000.0,1350000.0,52.6,41.0,174.0
-450000.0,1400000.0,41.1,40.0,172.0
-450000.0,1450000.0,29.3,39.0,167.0
-450000.0,1500000.0,25.3,39.0,162.0
-450000.0,1550000.0,24.9,37.0,158.0
-450000.0,1600000.0,24.7,36.0,154.0
-450000.0,1650000.0,23.7,34.0,151.0
-450000.0,1700000.0,22.2,32.0,148.0
-450000.0,1750000.0,21.4,29.0,146.0
-450000.0,1800000.0,20.3,27.0,142.0
-450000.0,1850000.0,20.0,25.0,137.0
-450000.0,1900000.0,20.5,24.0,129.0
-400000.0,-1200000.0,19.2,21.0,89.0
-400000.0,-1150000.0,20.2,22.0,90.0
-400000.0,-1100000.0,20.7,22.0,88.0
-400000.0,-1050000.0,20.4,23.0,86.0
-400000.0,-1000000.0,19.6,23.0,85.0
-400000.0,-950000.0,19.4,23.0,85.0
-400000.0,-900000.0,19.0,23.0,86.0
-400000.0,-850000.0,19.0,23.0,88.0
-400000.0,-800000.0,19.1,24.0,90.0
-400000.0,-750000.0,19.7,24.0,90.0
-400000.0,-700000.0,20.3,25.0,90.0
-400000.0,-650000.0,20.6,25.0,89.0
-400000.0,-600000.0,20.9,24.0,87.0
-400000.0,-550000.0,20.9,24.0,85.0
-400000.0,-500000.0,21.1,26.0,83.0
-400000.0,-450000.0,21.6,27.0,81.0
-400000.0,-400000.0,23.0,30.0,81.0
-400000.0,-350000.0,24.0,36.0,86.0
-400000.0,-300000.0,23.9,37.0,89.0
-400000.0,-250000.0,24.0,38.0,94.0
-400000.0,-200000.0,23.9,39.0,97.0
-400000.0,-150000.0,23.2,39.0,103.0
-400000.0,-100000.0,23.6,39.0,104.0
-400000.0,-50000.0,24.1,38.0,112.0
-400000.0,0.0,24.8,39.0,117.0
-400000.0,50000.0,28.9,40.0,125.0
-400000.0,100000.0,34.0,40.0,150.0
-400000.0,150000.0,39.1,40.0,184.0
-400000.0,200000.0,31.1,40.0,191.0
-400000.0,250000.0,33.3,40.0,197.0
-400000.0,300000.0,34.0,40.0,204.0
-400000.0,350000.0,31.7,40.0,203.0
-400000.0,400000.0,30.6,40.0,206.0
-400000.0,450000.0,30.1,40.0,206.0
-400000.0,500000.0,29.8,40.0,207.0
-400000.0,550000.0,29.9,40.0,210.0
-400000.0,600000.0,29.8,39.0,209.0
-400000.0,650000.0,29.8,39.0,208.0
-400000.0,700000.0,29.3,39.0,207.0
-400000.0,750000.0,28.7,39.0,206.0
-400000.0,800000.0,27.3,38.0,205.0
-400000.0,850000.0,26.2,38.0,203.0
-400000.0,900000.0,26.1,39.0,200.0
-400000.0,950000.0,26.0,39.0,196.0
-400000.0,1000000.0,26.8,40.0,194.0
-400000.0,1050000.0,27.4,41.0,192.0
-400000.0,1100000.0,27.7,42.0,189.0
-400000.0,1150000.0,29.7,42.0,186.0
-400000.0,1200000.0,34.1,42.0,183.0
-400000.0,1250000.0,39.6,42.0,180.0
-400000.0,1300000.0,52.8,42.0,176.0
-400000.0,1350000.0,56.7,41.0,173.0
-400000.0,1400000.0,45.1,40.0,170.0
-400000.0,1450000.0,33.3,40.0,166.0
-400000.0,1500000.0,27.1,40.0,162.0
-400000.0,1550000.0,26.4,40.0,159.0
-400000.0,1600000.0,27.0,39.0,157.0
-400000.0,1650000.0,25.9,38.0,155.0
-400000.0,1700000.0,24.5,35.0,152.0
-400000.0,1750000.0,23.6,34.0,150.0
-400000.0,1800000.0,22.1,32.0,146.0
-400000.0,1850000.0,21.8,30.0,142.0
-400000.0,1900000.0,21.3,29.0,134.0
-400000.0,1950000.0,23.6,28.0,124.0
-400000.0,2000000.0,28.9,26.0,114.0
-350000.0,-1200000.0,23.0,22.0,91.0
-350000.0,-1150000.0,23.2,23.0,91.0
-350000.0,-1100000.0,22.5,23.0,90.0
-350000.0,-1050000.0,21.8,24.0,89.0
-350000.0,-1000000.0,21.1,23.0,87.0
-350000.0,-950000.0,20.2,23.0,85.0
-350000.0,-900000.0,19.1,23.0,85.0
-350000.0,-850000.0,19.1,23.0,87.0
-350000.0,-800000.0,19.0,24.0,89.0
-350000.0,-750000.0,19.2,24.0,89.0
-350000.0,-700000.0,19.7,25.0,89.0
-350000.0,-650000.0,20.1,25.0,88.0
-350000.0,-600000.0,20.6,25.0,86.0
-350000.0,-550000.0,21.0,25.0,84.0
-350000.0,-500000.0,21.2,27.0,83.0
-350000.0,-450000.0,21.6,30.0,81.0
-350000.0,-400000.0,22.2,31.0,82.0
-350000.0,-350000.0,23.8,35.0,87.0
-350000.0,-300000.0,24.4,39.0,91.0
-350000.0,-250000.0,24.0,39.0,96.0
-350000.0,-200000.0,24.2,39.0,100.0
-350000.0,-150000.0,24.5,39.0,104.0
-350000.0,-100000.0,25.4,39.0,108.0
-350000.0,-50000.0,25.2,39.0,116.0
-350000.0,0.0,24.9,40.0,123.0
-350000.0,50000.0,31.0,40.0,126.0
-350000.0,100000.0,51.2,40.0,180.0
-350000.0,150000.0,49.9,40.0,194.0
-350000.0,200000.0,40.8,40.0,194.0
-350000.0,250000.0,40.4,40.0,204.0
-350000.0,300000.0,37.6,40.0,204.0
-350000.0,350000.0,33.3,40.0,206.0
-350000.0,400000.0,31.2,40.0,206.0
-350000.0,450000.0,30.6,40.0,206.0
-350000.0,500000.0,30.1,40.0,209.0
-350000.0,550000.0,30.0,40.0,210.0
-350000.0,600000.0,28.9,40.0,210.0
-350000.0,650000.0,28.3,40.0,208.0
-350000.0,700000.0,27.7,40.0,208.0
-350000.0,750000.0,27.2,39.0,207.0
-350000.0,800000.0,26.6,39.0,206.0
-350000.0,850000.0,26.0,39.0,203.0
-350000.0,900000.0,25.9,40.0,200.0
-350000.0,950000.0,26.4,40.0,197.0
-350000.0,1000000.0,27.5,40.0,195.0
-350000.0,1050000.0,28.0,41.0,192.0
-350000.0,1100000.0,28.1,41.0,190.0
-350000.0,1150000.0,30.4,41.0,188.0
-350000.0,1200000.0,41.4,41.0,184.0
-350000.0,1250000.0,59.9,41.0,179.0
-350000.0,1300000.0,61.2,40.0,175.0
-350000.0,1350000.0,54.3,40.0,171.0
-350000.0,1400000.0,45.6,40.0,167.0
-350000.0,1450000.0,35.7,40.0,164.0
-350000.0,1500000.0,28.1,40.0,162.0
-350000.0,1550000.0,28.3,40.0,160.0
-350000.0,1600000.0,27.9,40.0,159.0
-350000.0,1650000.0,29.6,39.0,157.0
-350000.0,1700000.0,28.5,39.0,155.0
-350000.0,1750000.0,27.4,39.0,153.0
-350000.0,1800000.0,27.3,38.0,150.0
-350000.0,1850000.0,25.7,37.0,147.0
-350000.0,1900000.0,23.7,35.0,140.0
-350000.0,1950000.0,23.7,32.0,130.0
-350000.0,2000000.0,26.2,29.0,121.0
-350000.0,2050000.0,28.7,27.0,110.0
-300000.0,-1200000.0,26.4,23.0,91.0
-300000.0,-1150000.0,26.7,23.0,90.0
-300000.0,-1100000.0,24.0,23.0,90.0
-300000.0,-1050000.0,22.1,24.0,89.0
-300000.0,-1000000.0,21.8,23.0,87.0
-300000.0,-950000.0,22.0,23.0,86.0
-300000.0,-900000.0,20.8,23.0,85.0
-300000.0,-850000.0,19.4,22.0,85.0
-300000.0,-800000.0,18.9,22.0,85.0
-300000.0,-750000.0,19.0,23.0,86.0
-300000.0,-700000.0,19.1,24.0,86.0
-300000.0,-650000.0,19.4,24.0,85.0
-300000.0,-600000.0,19.7,24.0,84.0
-300000.0,-550000.0,20.7,24.0,81.0
-300000.0,-500000.0,21.1,25.0,82.0
-300000.0,-450000.0,21.3,28.0,83.0
-300000.0,-400000.0,22.0,33.0,84.0
-300000.0,-350000.0,23.5,37.0,88.0
-300000.0,-300000.0,24.4,40.0,93.0
-300000.0,-250000.0,24.5,40.0,98.0
-300000.0,-200000.0,24.6,40.0,103.0
-300000.0,-150000.0,24.9,40.0,105.0
-300000.0,-100000.0,27.1,39.0,115.0
-300000.0,-50000.0,27.5,40.0,119.0
-300000.0,0.0,29.6,40.0,143.0
-300000.0,50000.0,39.9,40.0,156.0
-300000.0,100000.0,64.0,40.0,197.0
-300000.0,150000.0,62.5,40.0,196.0
-300000.0,200000.0,45.5,40.0,203.0
-300000.0,250000.0,41.4,40.0,204.0
-300000.0,300000.0,37.1,40.0,205.0
-300000.0,350000.0,32.0,40.0,207.0
-300000.0,400000.0,31.1,40.0,207.0
-300000.0,450000.0,30.1,40.0,210.0
-300000.0,500000.0,29.5,40.0,210.0
-300000.0,550000.0,28.3,40.0,210.0
-300000.0,600000.0,26.8,40.0,210.0
-300000.0,650000.0,26.6,40.0,209.0
-300000.0,700000.0,26.3,40.0,208.0
-300000.0,750000.0,26.1,40.0,207.0
-300000.0,800000.0,25.5,40.0,205.0
-300000.0,850000.0,25.5,40.0,202.0
-300000.0,900000.0,26.3,40.0,200.0
-300000.0,950000.0,27.5,40.0,197.0
-300000.0,1000000.0,28.0,41.0,195.0
-300000.0,1050000.0,28.7,41.0,193.0
-300000.0,1100000.0,30.1,41.0,190.0
-300000.0,1150000.0,31.3,41.0,188.0
-300000.0,1200000.0,46.5,41.0,184.0
-300000.0,1250000.0,60.2,41.0,177.0
-300000.0,1300000.0,62.4,40.0,174.0
-300000.0,1350000.0,57.2,40.0,171.0
-300000.0,1400000.0,51.1,40.0,168.0
-300000.0,1450000.0,38.0,40.0,166.0
-300000.0,1500000.0,31.4,40.0,165.0
-300000.0,1550000.0,33.0,41.0,165.0
-300000.0,1600000.0,36.2,41.0,163.0
-300000.0,1650000.0,37.0,41.0,162.0
-300000.0,1700000.0,34.8,40.0,160.0
-300000.0,1750000.0,33.7,39.0,157.0
-300000.0,1800000.0,32.1,38.0,154.0
-300000.0,1850000.0,28.7,37.0,150.0
-300000.0,1900000.0,25.7,36.0,143.0
-300000.0,1950000.0,22.9,33.0,133.0
-300000.0,2000000.0,23.2,29.0,120.0
-300000.0,2050000.0,23.4,27.0,107.0
-300000.0,2100000.0,25.7,25.0,93.0
-250000.0,-1200000.0,27.9,24.0,90.0
-250000.0,-1150000.0,27.5,24.0,87.0
-250000.0,-1100000.0,25.1,23.0,85.0
-250000.0,-1050000.0,22.5,24.0,85.0
-250000.0,-1000000.0,22.2,24.0,85.0
-250000.0,-950000.0,22.0,23.0,85.0
-250000.0,-900000.0,20.9,23.0,84.0
-250000.0,-850000.0,19.4,22.0,84.0
-250000.0,-800000.0,18.9,22.0,84.0
-250000.0,-750000.0,18.9,23.0,85.0
-250000.0,-700000.0,19.0,23.0,84.0
-250000.0,-650000.0,19.0,22.0,82.0
-250000.0,-600000.0,19.0,22.0,80.0
-250000.0,-550000.0,19.5,23.0,76.0
-250000.0,-500000.0,20.5,24.0,73.0
-250000.0,-450000.0,20.6,26.0,78.0
-250000.0,-400000.0,20.5,30.0,83.0
-250000.0,-350000.0,22.1,34.0,88.0
-250000.0,-300000.0,23.3,38.0,94.0
-250000.0,-250000.0,24.2,40.0,99.0
-250000.0,-200000.0,25.1,40.0,106.0
-250000.0,-150000.0,25.7,40.0,112.0
-250000.0,-100000.0,26.6,40.0,124.0
-250000.0,-50000.0,28.0,40.0,128.0
-250000.0,0.0,37.3,40.0,170.0
-250000.0,50000.0,49.7,40.0,189.0
-250000.0,100000.0,55.7,40.0,198.0
-250000.0,150000.0,50.1,40.0,201.0
-250000.0,200000.0,42.2,40.0,203.0
-250000.0,250000.0,39.8,40.0,204.0
-250000.0,300000.0,34.2,40.0,207.0
-250000.0,350000.0,31.8,40.0,207.0
-250000.0,400000.0,30.5,40.0,209.0
-250000.0,450000.0,29.6,40.0,210.0
-250000.0,500000.0,28.3,40.0,211.0
-250000.0,550000.0,26.7,40.0,211.0
-250000.0,600000.0,25.7,40.0,211.0
-250000.0,650000.0,25.5,40.0,210.0
-250000.0,700000.0,25.6,40.0,208.0
-250000.0,750000.0,25.4,40.0,207.0
-250000.0,800000.0,25.1,40.0,205.0
-250000.0,850000.0,25.3,40.0,202.0
-250000.0,900000.0,26.7,40.0,200.0
-250000.0,950000.0,28.0,40.0,198.0
-250000.0,1000000.0,28.5,41.0,195.0
-250000.0,1050000.0,29.3,40.0,193.0
-250000.0,1100000.0,34.4,40.0,190.0
-250000.0,1150000.0,44.3,40.0,183.0
-250000.0,1200000.0,52.5,40.0,176.0
-250000.0,1250000.0,56.3,41.0,173.0
-250000.0,1300000.0,54.8,41.0,170.0
-250000.0,1350000.0,49.5,41.0,168.0
-250000.0,1400000.0,42.5,41.0,168.0
-250000.0,1450000.0,35.5,41.0,167.0
-250000.0,1500000.0,35.1,41.0,167.0
-250000.0,1550000.0,37.1,41.0,166.0
-250000.0,1600000.0,42.7,41.0,166.0
-250000.0,1650000.0,44.2,41.0,166.0
-250000.0,1700000.0,43.8,41.0,164.0
-250000.0,1750000.0,43.2,40.0,163.0
-250000.0,1800000.0,38.1,40.0,161.0
-250000.0,1850000.0,34.4,39.0,157.0
-250000.0,1900000.0,28.3,38.0,152.0
-250000.0,1950000.0,23.9,35.0,139.0
-250000.0,2000000.0,22.8,32.0,124.0
-250000.0,2050000.0,23.4,29.0,109.0
-250000.0,2100000.0,25.4,26.0,95.0
-200000.0,-1250000.0,28.8,23.0,89.0
-200000.0,-1200000.0,28.1,24.0,89.0
-200000.0,-1150000.0,27.6,24.0,87.0
-200000.0,-1100000.0,26.6,23.0,84.0
-200000.0,-1050000.0,24.6,24.0,85.0
-200000.0,-1000000.0,22.5,24.0,85.0
-200000.0,-950000.0,21.2,24.0,84.0
-200000.0,-900000.0,20.5,23.0,82.0
-200000.0,-850000.0,20.0,22.0,81.0
-200000.0,-800000.0,19.3,23.0,81.0
-200000.0,-750000.0,19.0,23.0,82.0
-200000.0,-700000.0,18.9,23.0,82.0
-200000.0,-650000.0,19.0,22.0,81.0
-200000.0,-600000.0,19.0,23.0,78.0
-200000.0,-550000.0,19.0,23.0,74.0
-200000.0,-500000.0,19.0,24.0,73.0
-200000.0,-450000.0,19.3,26.0,76.0
-200000.0,-400000.0,19.0,28.0,80.0
-200000.0,-350000.0,20.2,31.0,88.0
-200000.0,-300000.0,22.0,35.0,98.0
-200000.0,-250000.0,23.7,38.0,102.0
-200000.0,-200000.0,25.3,40.0,106.0
-200000.0,-150000.0,26.5,40.0,110.0
-200000.0,-100000.0,26.9,40.0,133.0
-200000.0,-50000.0,27.6,40.0,144.0
-200000.0,0.0,38.4,40.0,187.0
-200000.0,50000.0,47.6,40.0,200.0
-200000.0,100000.0,40.9,40.0,201.0
-200000.0,150000.0,35.6,40.0,203.0
-200000.0,200000.0,36.2,40.0,204.0
-200000.0,250000.0,32.1,40.0,207.0
-200000.0,300000.0,32.1,40.0,208.0
-200000.0,350000.0,30.7,40.0,209.0
-200000.0,400000.0,29.3,40.0,209.0
-200000.0,450000.0,28.2,40.0,210.0
-200000.0,500000.0,26.4,40.0,211.0
-200000.0,550000.0,25.6,40.0,211.0
-200000.0,600000.0,25.1,40.0,210.0
-200000.0,650000.0,25.0,40.0,209.0
-200000.0,700000.0,25.0,40.0,208.0
-200000.0,750000.0,25.0,40.0,207.0
-200000.0,800000.0,25.1,40.0,205.0
-200000.0,850000.0,25.6,40.0,204.0
-200000.0,900000.0,26.3,40.0,202.0
-200000.0,950000.0,27.4,40.0,199.0
-200000.0,1000000.0,28.1,40.0,196.0
-200000.0,1050000.0,31.1,40.0,192.0
-200000.0,1100000.0,36.2,40.0,188.0
-200000.0,1150000.0,44.5,40.0,182.0
-200000.0,1200000.0,51.2,40.0,177.0
-200000.0,1250000.0,50.4,41.0,173.0
-200000.0,1300000.0,47.6,41.0,170.0
-200000.0,1350000.0,40.2,41.0,168.0
-200000.0,1400000.0,29.5,41.0,169.0
-200000.0,1450000.0,29.9,41.0,169.0
-200000.0,1500000.0,32.1,41.0,170.0
-200000.0,1550000.0,34.6,41.0,171.0
-200000.0,1600000.0,38.8,41.0,171.0
-200000.0,1650000.0,40.8,41.0,170.0
-200000.0,1700000.0,42.4,40.0,169.0
-200000.0,1750000.0,42.9,40.0,167.0
-200000.0,1800000.0,37.7,40.0,164.0
-200000.0,1850000.0,33.5,40.0,159.0
-200000.0,1900000.0,28.7,39.0,152.0
-200000.0,1950000.0,25.2,36.0,138.0
-200000.0,2000000.0,23.3,33.0,123.0
-200000.0,2050000.0,22.9,30.0,108.0
-200000.0,2100000.0,25.0,27.0,93.0
-150000.0,-1250000.0,30.4,23.0,88.0
-150000.0,-1200000.0,28.0,23.0,87.0
-150000.0,-1150000.0,27.5,24.0,86.0
-150000.0,-1100000.0,27.4,24.0,85.0
-150000.0,-1050000.0,25.3,24.0,84.0
-150000.0,-1000000.0,22.0,24.0,84.0
-150000.0,-950000.0,20.2,23.0,83.0
-150000.0,-900000.0,20.2,23.0,82.0
-150000.0,-850000.0,20.0,23.0,81.0
-150000.0,-800000.0,19.5,23.0,81.0
-150000.0,-750000.0,19.1,23.0,81.0
-150000.0,-700000.0,18.9,23.0,79.0
-150000.0,-650000.0,19.0,23.0,78.0
-150000.0,-600000.0,19.1,24.0,77.0
-150000.0,-550000.0,19.3,25.0,75.0
-150000.0,-500000.0,19.9,29.0,76.0
-150000.0,-450000.0,20.5,30.0,77.0
-150000.0,-400000.0,19.3,30.0,82.0
-150000.0,-350000.0,21.1,32.0,89.0
-150000.0,-300000.0,21.4,34.0,97.0
-150000.0,-250000.0,23.5,36.0,103.0
-150000.0,-200000.0,25.6,38.0,108.0
-150000.0,-150000.0,27.4,40.0,118.0
-150000.0,-100000.0,27.7,40.0,148.0
-150000.0,-50000.0,28.7,40.0,173.0
-150000.0,0.0,32.5,40.0,194.0
-150000.0,50000.0,35.6,40.0,200.0
-150000.0,100000.0,30.5,40.0,202.0
-150000.0,150000.0,28.7,40.0,203.0
-150000.0,200000.0,30.4,40.0,205.0
-150000.0,250000.0,30.9,40.0,207.0
-150000.0,300000.0,31.3,40.0,208.0
-150000.0,350000.0,29.8,40.0,209.0
-150000.0,400000.0,28.5,40.0,209.0
-150000.0,450000.0,27.6,40.0,210.0
-150000.0,500000.0,26.6,40.0,211.0
-150000.0,550000.0,25.7,40.0,211.0
-150000.0,600000.0,25.1,40.0,210.0
-150000.0,650000.0,24.9,40.0,209.0
-150000.0,700000.0,24.9,40.0,208.0
-150000.0,750000.0,25.0,40.0,207.0
-150000.0,800000.0,25.3,40.0,206.0
-150000.0,850000.0,25.8,40.0,205.0
-150000.0,900000.0,25.9,40.0,202.0
-150000.0,950000.0,25.9,40.0,198.0
-150000.0,1000000.0,26.8,40.0,194.0
-150000.0,1050000.0,28.2,40.0,189.0
-150000.0,1100000.0,31.1,41.0,184.0
-150000.0,1150000.0,36.3,41.0,180.0
-150000.0,1200000.0,37.6,41.0,175.0
-150000.0,1250000.0,40.7,41.0,172.0
-150000.0,1300000.0,42.0,41.0,170.0
-150000.0,1350000.0,34.4,41.0,169.0
-150000.0,1400000.0,29.5,41.0,169.0
-150000.0,1450000.0,28.1,41.0,169.0
-150000.0,1500000.0,28.1,41.0,172.0
-150000.0,1550000.0,29.7,41.0,174.0
-150000.0,1600000.0,30.7,41.0,175.0
-150000.0,1650000.0,31.3,41.0,176.0
-150000.0,1700000.0,33.5,41.0,176.0
-150000.0,1750000.0,31.6,40.0,176.0
-150000.0,1800000.0,31.7,40.0,174.0
-150000.0,1850000.0,29.1,40.0,169.0
-150000.0,1900000.0,27.1,39.0,165.0
-150000.0,1950000.0,24.9,36.0,149.0
-150000.0,2000000.0,23.6,32.0,130.0
-150000.0,2050000.0,23.1,29.0,112.0
-150000.0,2100000.0,24.8,27.0,95.0
-100000.0,-1250000.0,31.4,23.0,87.0
-100000.0,-1200000.0,28.0,23.0,86.0
-100000.0,-1150000.0,27.1,24.0,86.0
-100000.0,-1100000.0,27.2,24.0,85.0
-100000.0,-1050000.0,24.6,24.0,83.0
-100000.0,-1000000.0,21.2,23.0,82.0
-100000.0,-950000.0,19.8,24.0,81.0
-100000.0,-900000.0,20.2,24.0,81.0
-100000.0,-850000.0,20.4,23.0,80.0
-100000.0,-800000.0,19.8,23.0,80.0
-100000.0,-750000.0,19.0,23.0,80.0
-100000.0,-700000.0,19.0,23.0,79.0
-100000.0,-650000.0,19.0,23.0,78.0
-100000.0,-600000.0,19.4,24.0,76.0
-100000.0,-550000.0,20.2,25.0,75.0
-100000.0,-500000.0,21.5,32.0,78.0
-100000.0,-450000.0,23.8,39.0,81.0
-100000.0,-400000.0,24.7,42.0,87.0
-100000.0,-350000.0,24.0,42.0,94.0
-100000.0,-300000.0,24.9,43.0,103.0
-100000.0,-250000.0,24.7,39.0,113.0
-100000.0,-200000.0,25.5,39.0,116.0
-100000.0,-150000.0,26.8,39.0,143.0
-100000.0,-100000.0,27.6,40.0,163.0
-100000.0,-50000.0,28.0,40.0,198.0
-100000.0,0.0,27.6,40.0,200.0
-100000.0,50000.0,28.6,40.0,200.0
-100000.0,100000.0,28.0,40.0,201.0
-100000.0,150000.0,27.5,40.0,203.0
-100000.0,200000.0,28.1,40.0,206.0
-100000.0,250000.0,28.7,40.0,207.0
-100000.0,300000.0,28.4,40.0,207.0
-100000.0,350000.0,28.7,40.0,208.0
-100000.0,400000.0,28.5,40.0,209.0
-100000.0,450000.0,28.1,40.0,210.0
-100000.0,500000.0,26.9,40.0,211.0
-100000.0,550000.0,25.5,40.0,211.0
-100000.0,600000.0,25.3,40.0,211.0
-100000.0,650000.0,25.0,40.0,210.0
-100000.0,700000.0,25.1,40.0,209.0
-100000.0,750000.0,25.5,40.0,208.0
-100000.0,800000.0,25.6,40.0,206.0
-100000.0,850000.0,25.9,40.0,204.0
-100000.0,900000.0,25.9,40.0,201.0
-100000.0,950000.0,25.8,40.0,197.0
-100000.0,1000000.0,26.3,40.0,194.0
-100000.0,1050000.0,26.9,40.0,189.0
-100000.0,1100000.0,28.2,41.0,184.0
-100000.0,1150000.0,29.3,41.0,179.0
-100000.0,1200000.0,29.1,41.0,175.0
-100000.0,1250000.0,30.9,41.0,172.0
-100000.0,1300000.0,28.3,41.0,172.0
-100000.0,1350000.0,29.0,41.0,172.0
-100000.0,1400000.0,28.4,41.0,173.0
-100000.0,1450000.0,27.8,41.0,175.0
-100000.0,1500000.0,28.0,41.0,176.0
-100000.0,1550000.0,28.5,41.0,177.0
-100000.0,1600000.0,28.6,41.0,178.0
-100000.0,1650000.0,28.8,41.0,178.0
-100000.0,1700000.0,28.9,40.0,178.0
-100000.0,1750000.0,27.9,40.0,179.0
-100000.0,1800000.0,28.3,40.0,178.0
-100000.0,1850000.0,27.5,39.0,175.0
-100000.0,1900000.0,26.7,38.0,172.0
-100000.0,1950000.0,25.9,34.0,155.0
-100000.0,2000000.0,24.6,31.0,136.0
-100000.0,2050000.0,23.8,28.0,115.0
-100000.0,2100000.0,24.8,25.0,93.0
-100000.0,2150000.0,27.5,24.0,76.0
-50000.0,-1300000.0,36.7,23.0,86.0
-50000.0,-1250000.0,32.2,23.0,85.0
-50000.0,-1200000.0,28.4,22.0,85.0
-50000.0,-1150000.0,25.7,22.0,84.0
-50000.0,-1100000.0,23.0,22.0,83.0
-50000.0,-1050000.0,21.8,23.0,83.0
-50000.0,-1000000.0,20.3,23.0,82.0
-50000.0,-950000.0,19.7,23.0,81.0
-50000.0,-900000.0,20.3,24.0,81.0
-50000.0,-850000.0,20.5,24.0,80.0
-50000.0,-800000.0,20.0,24.0,80.0
-50000.0,-750000.0,19.6,24.0,80.0
-50000.0,-700000.0,19.1,24.0,82.0
-50000.0,-650000.0,19.0,25.0,83.0
-50000.0,-600000.0,19.4,26.0,83.0
-50000.0,-550000.0,20.4,28.0,82.0
-50000.0,-500000.0,22.1,33.0,82.0
-50000.0,-450000.0,23.8,39.0,83.0
-50000.0,-400000.0,25.1,42.0,89.0
-50000.0,-350000.0,25.1,43.0,96.0
-50000.0,-300000.0,25.2,43.0,106.0
-50000.0,-250000.0,25.7,42.0,118.0
-50000.0,-200000.0,26.3,41.0,136.0
-50000.0,-150000.0,26.7,40.0,166.0
-50000.0,-100000.0,27.0,40.0,194.0
-50000.0,-50000.0,27.1,40.0,191.0
-50000.0,0.0,26.9,40.0,198.0
-50000.0,50000.0,27.1,40.0,199.0
-50000.0,100000.0,27.0,40.0,201.0
-50000.0,150000.0,27.3,40.0,203.0
-50000.0,200000.0,27.2,40.0,205.0
-50000.0,250000.0,27.7,40.0,206.0
-50000.0,300000.0,28.2,40.0,207.0
-50000.0,350000.0,28.9,40.0,208.0
-50000.0,400000.0,29.6,40.0,209.0
-50000.0,450000.0,29.6,40.0,210.0
-50000.0,500000.0,27.9,40.0,209.0
-50000.0,550000.0,26.8,40.0,209.0
-50000.0,600000.0,26.4,40.0,209.0
-50000.0,650000.0,25.9,40.0,210.0
-50000.0,700000.0,26.2,40.0,209.0
-50000.0,750000.0,25.8,40.0,207.0
-50000.0,800000.0,26.0,40.0,205.0
-50000.0,850000.0,26.0,40.0,201.0
-50000.0,900000.0,25.9,40.0,198.0
-50000.0,950000.0,25.9,40.0,193.0
-50000.0,1000000.0,26.3,40.0,187.0
-50000.0,1050000.0,27.6,40.0,183.0
-50000.0,1100000.0,28.7,40.0,179.0
-50000.0,1150000.0,28.6,41.0,176.0
-50000.0,1200000.0,28.9,41.0,174.0
-50000.0,1250000.0,28.5,41.0,172.0
-50000.0,1300000.0,28.1,41.0,172.0
-50000.0,1350000.0,27.9,41.0,172.0
