Lon,Lat,Curie,Moho,LAB
-2500000.0,1250000.0,22.5,24.0,161.0
-2500000.0,1300000.0,22.0,25.0,146.0
-2500000.0,1400000.0,20.1,23.0,78.0
-2500000.0,1450000.0,19.3,23.0,70.0
-2500000.0,1500000.0,18.8,24.0,68.0
-2450000.0,1200000.0,26.0,23.0,148.0
-2450000.0,1250000.0,24.9,25.0,147.0
-2450000.0,1300000.0,25.0,25.0,132.0
-2450000.0,1350000.0,23.5,23.0,96.0
-2450000.0,1400000.0,22.1,22.0,79.0
-2450000.0,1450000.0,20.7,23.0,74.0
-2450000.0,1500000.0,19.7,24.0,70.0
-2450000.0,1550000.0,19.6,26.0,68.0
-2400000.0,1100000.0,33.9,24.0,119.0
-2400000.0,1150000.0,33.2,23.0,122.0
-2400000.0,1200000.0,28.7,24.0,126.0
-2400000.0,1250000.0,26.5,25.0,133.0
-2400000.0,1300000.0,26.0,24.0,121.0
-2350000.0,950000.0,25.2,20.0,137.0
-2350000.0,1050000.0,27.9,25.0,98.0
-2350000.0,1100000.0,30.8,25.0,95.0
-2350000.0,1150000.0,31.4,24.0,93.0
-2350000.0,1200000.0,27.3,24.0,103.0
-2350000.0,1250000.0,26.1,24.0,113.0
-2350000.0,1300000.0,25.4,22.0,104.0
-2300000.0,900000.0,21.6,17.0,137.0
-2300000.0,950000.0,23.0,21.0,105.0
-2300000.0,1000000.0,23.9,23.0,94.0
-2300000.0,1050000.0,24.4,25.0,90.0
-2300000.0,1100000.0,26.7,25.0,87.0
-2300000.0,1150000.0,27.9,24.0,85.0
-2300000.0,1200000.0,26.2,23.0,88.0
-2300000.0,1250000.0,24.7,22.0,95.0
-2250000.0,950000.0,21.4,20.0,93.0
-2250000.0,1000000.0,22.0,26.0,88.0
-2250000.0,1050000.0,22.7,26.0,82.0
-2250000.0,1100000.0,24.4,24.0,83.0
-2250000.0,1150000.0,25.8,23.0,84.0
-2250000.0,1200000.0,23.8,23.0,89.0
-2250000.0,1250000.0,23.2,22.0,103.0
-2200000.0,750000.0,19.3,21.0,87.0
-2200000.0,800000.0,18.9,20.0,87.0
-2200000.0,950000.0,21.0,23.0,86.0
-2200000.0,1000000.0,21.0,29.0,82.0
-2200000.0,1050000.0,21.5,27.0,81.0
-2200000.0,1100000.0,22.3,25.0,82.0
-2200000.0,1150000.0,22.7,23.0,85.0
-2200000.0,1200000.0,22.1,23.0,101.0
-2200000.0,1250000.0,22.0,24.0,141.0
-2150000.0,700000.0,18.5,21.0,84.0
-2150000.0,750000.0,18.8,22.0,82.0
-2150000.0,900000.0,22.0,23.0,83.0
-2150000.0,950000.0,21.6,31.0,80.0
-2150000.0,1000000.0,20.7,31.0,81.0
-2150000.0,1050000.0,20.6,28.0,80.0
-2150000.0,1100000.0,20.9,25.0,82.0
-2150000.0,1150000.0,21.4,24.0,89.0
-2150000.0,1200000.0,21.8,25.0,117.0
-2100000.0,550000.0,17.9,23.0,86.0
-2100000.0,600000.0,17.4,25.0,82.0
-2100000.0,700000.0,17.3,25.0,78.0
-2100000.0,750000.0,18.1,23.0,77.0
-2100000.0,800000.0,19.6,22.0,77.0
-2100000.0,850000.0,21.4,27.0,77.0
-2100000.0,900000.0,22.9,32.0,77.0
-2100000.0,950000.0,22.0,35.0,78.0
-2100000.0,1000000.0,20.1,32.0,79.0
-2100000.0,1050000.0,20.1,28.0,80.0
-2100000.0,1100000.0,20.6,26.0,84.0
-2100000.0,1150000.0,21.5,26.0,94.0
-2100000.0,1200000.0,22.6,26.0,120.0
-2050000.0,600000.0,18.2,29.0,79.0
-2050000.0,650000.0,17.6,28.0,76.0
-2050000.0,700000.0,17.3,29.0,72.0
-2050000.0,750000.0,18.1,27.0,73.0
-2050000.0,800000.0,19.7,26.0,75.0
-2050000.0,850000.0,21.8,31.0,74.0
-2050000.0,900000.0,22.6,36.0,75.0
-2050000.0,950000.0,21.6,36.0,77.0
-2050000.0,1000000.0,20.2,32.0,79.0
-2050000.0,1050000.0,20.0,28.0,81.0
-2050000.0,1100000.0,20.5,26.0,86.0
-2050000.0,1150000.0,22.2,26.0,92.0
-2000000.0,500000.0,18.8,23.0,80.0
-2000000.0,550000.0,19.6,28.0,77.0
-2000000.0,600000.0,19.4,30.0,75.0
-2000000.0,650000.0,18.6,31.0,70.0
-2000000.0,700000.0,18.3,31.0,69.0
-2000000.0,750000.0,18.6,29.0,71.0
-2000000.0,800000.0,20.0,28.0,73.0
-2000000.0,850000.0,21.8,32.0,73.0
-2000000.0,900000.0,22.8,37.0,76.0
-2000000.0,950000.0,21.8,36.0,77.0
-2000000.0,1000000.0,20.3,32.0,79.0
-2000000.0,1050000.0,19.8,27.0,82.0
-2000000.0,1100000.0,20.9,27.0,86.0
-1950000.0,-400000.0,28.1,22.0,88.0
-1950000.0,-350000.0,25.7,23.0,86.0
-1950000.0,-300000.0,24.5,24.0,85.0
-1950000.0,-250000.0,23.4,24.0,83.0
-1950000.0,-200000.0,22.1,24.0,83.0
-1950000.0,550000.0,19.7,28.0,74.0
-1950000.0,600000.0,19.7,32.0,70.0
-1950000.0,650000.0,19.3,33.0,67.0
-1950000.0,700000.0,19.1,32.0,69.0
-1950000.0,750000.0,19.0,30.0,72.0
-1950000.0,800000.0,19.5,31.0,72.0
-1950000.0,850000.0,21.4,35.0,74.0
-1950000.0,900000.0,22.4,38.0,76.0
-1950000.0,950000.0,21.7,38.0,78.0
-1950000.0,1000000.0,20.0,34.0,79.0
-1950000.0,1050000.0,19.3,29.0,83.0
-1900000.0,-400000.0,25.8,22.0,87.0
-1900000.0,-350000.0,23.6,24.0,83.0
-1900000.0,-300000.0,22.6,24.0,82.0
-1900000.0,-250000.0,21.7,24.0,81.0
-1900000.0,-200000.0,21.1,24.0,81.0
-1900000.0,-150000.0,21.5,25.0,82.0
-1900000.0,-100000.0,22.4,25.0,82.0
-1900000.0,-50000.0,23.1,26.0,81.0
-1900000.0,0.0,22.5,26.0,80.0
-1900000.0,50000.0,20.9,26.0,77.0
-1900000.0,500000.0,19.2,27.0,73.0
-1900000.0,550000.0,19.7,29.0,72.0
-1900000.0,600000.0,20.0,32.0,68.0
-1900000.0,650000.0,19.8,33.0,66.0
-1900000.0,700000.0,19.8,33.0,70.0
-1900000.0,750000.0,19.8,32.0,72.0
-1900000.0,800000.0,20.1,35.0,74.0
-1900000.0,850000.0,22.2,38.0,76.0
-1900000.0,900000.0,22.7,39.0,77.0
-1900000.0,950000.0,22.0,40.0,78.0
-1900000.0,1000000.0,20.3,36.0,80.0
-1900000.0,1050000.0,19.3,27.0,89.0
-1850000.0,-450000.0,27.3,21.0,87.0
-1850000.0,-400000.0,24.1,22.0,87.0
-1850000.0,-350000.0,21.9,24.0,82.0
-1850000.0,-300000.0,21.3,24.0,82.0
-1850000.0,-250000.0,20.6,24.0,82.0
-1850000.0,-200000.0,20.0,23.0,81.0
-1850000.0,-150000.0,20.5,25.0,81.0
-1850000.0,-100000.0,21.4,25.0,81.0
-1850000.0,-50000.0,22.7,26.0,79.0
-1850000.0,0.0,22.5,26.0,79.0
-1850000.0,50000.0,20.2,26.0,76.0
-1850000.0,100000.0,20.0,26.0,74.0
-1850000.0,350000.0,19.0,26.0,74.0
-1850000.0,400000.0,19.0,26.0,72.0
-1850000.0,450000.0,19.1,27.0,71.0
-1850000.0,600000.0,19.9,32.0,68.0
-1850000.0,650000.0,20.0,33.0,67.0
-1850000.0,700000.0,20.5,33.0,69.0
-1850000.0,750000.0,21.3,35.0,73.0
-1850000.0,800000.0,21.5,38.0,76.0
-1850000.0,850000.0,22.4,38.0,76.0
-1850000.0,900000.0,23.0,39.0,79.0
-1850000.0,950000.0,22.8,39.0,79.0
-1850000.0,1000000.0,20.3,32.0,84.0
-1850000.0,1050000.0,19.9,26.0,91.0
-1800000.0,-450000.0,27.0,21.0,87.0
-1800000.0,-400000.0,22.9,22.0,86.0
-1800000.0,-350000.0,20.9,23.0,84.0
-1800000.0,-300000.0,20.2,24.0,83.0
-1800000.0,-250000.0,19.8,24.0,82.0
-1800000.0,-200000.0,19.7,23.0,81.0
-1800000.0,-150000.0,20.2,24.0,81.0
-1800000.0,-100000.0,21.1,25.0,79.0
-1800000.0,-50000.0,21.4,25.0,78.0
-1800000.0,0.0,21.0,26.0,77.0
-1800000.0,50000.0,20.4,26.0,74.0
-1800000.0,100000.0,20.4,26.0,71.0
-1800000.0,150000.0,20.3,26.0,71.0
-1800000.0,200000.0,19.9,27.0,72.0
-1800000.0,300000.0,19.1,26.0,72.0
-1800000.0,350000.0,19.0,26.0,72.0
-1800000.0,400000.0,19.0,27.0,71.0
-1800000.0,450000.0,19.0,29.0,71.0
-1800000.0,600000.0,19.7,33.0,68.0
-1800000.0,650000.0,20.1,33.0,67.0
-1800000.0,700000.0,21.0,34.0,69.0
-1800000.0,750000.0,22.0,38.0,75.0
-1800000.0,800000.0,22.0,39.0,76.0
-1800000.0,850000.0,22.8,39.0,78.0
-1800000.0,900000.0,23.1,40.0,80.0
-1800000.0,950000.0,22.0,36.0,82.0
-1800000.0,1000000.0,20.1,27.0,88.0
-1800000.0,1050000.0,20.7,27.0,91.0
-1750000.0,-400000.0,22.5,22.0,86.0
-1750000.0,-350000.0,20.6,23.0,85.0
-1750000.0,-300000.0,19.4,24.0,84.0
-1750000.0,-250000.0,19.3,24.0,83.0
-1750000.0,-200000.0,19.4,23.0,81.0
-1750000.0,-150000.0,20.0,24.0,80.0
-1750000.0,-100000.0,20.9,25.0,78.0
-1750000.0,-50000.0,20.5,25.0,77.0
-1750000.0,0.0,20.0,25.0,75.0
-1750000.0,50000.0,20.3,25.0,73.0
-1750000.0,100000.0,20.8,26.0,70.0
-1750000.0,150000.0,21.0,26.0,69.0
-1750000.0,200000.0,20.5,26.0,70.0
-1750000.0,250000.0,19.6,27.0,70.0
-1750000.0,300000.0,19.2,26.0,70.0
-1750000.0,350000.0,19.0,26.0,70.0
-1750000.0,400000.0,18.9,28.0,71.0
-1750000.0,450000.0,18.9,33.0,70.0
-1750000.0,500000.0,19.0,33.0,70.0
-1750000.0,550000.0,19.4,34.0,71.0
-1750000.0,600000.0,20.0,36.0,69.0
-1750000.0,650000.0,20.0,35.0,70.0
-1750000.0,700000.0,21.0,37.0,74.0
-1750000.0,750000.0,21.9,39.0,77.0
-1750000.0,800000.0,22.6,39.0,79.0
-1750000.0,850000.0,23.3,40.0,81.0
-1750000.0,900000.0,23.4,38.0,81.0
-1750000.0,950000.0,21.6,30.0,84.0
-1750000.0,1000000.0,21.1,27.0,88.0
-1700000.0,-400000.0,21.1,23.0,87.0
-1700000.0,-350000.0,20.1,23.0,86.0
-1700000.0,-300000.0,19.0,24.0,83.0
-1700000.0,-250000.0,19.0,24.0,83.0
-1700000.0,-200000.0,19.1,24.0,81.0
-1700000.0,-150000.0,19.5,24.0,80.0
-1700000.0,-100000.0,20.1,25.0,77.0
-1700000.0,-50000.0,20.0,25.0,76.0
-1700000.0,0.0,19.9,25.0,73.0
-1700000.0,50000.0,20.2,25.0,72.0
-1700000.0,100000.0,20.5,25.0,70.0
-1700000.0,150000.0,20.6,25.0,68.0
-1700000.0,200000.0,20.2,26.0,69.0
-1700000.0,250000.0,19.3,26.0,68.0
-1700000.0,300000.0,18.9,26.0,68.0
-1700000.0,350000.0,18.9,26.0,71.0
-1700000.0,400000.0,19.0,27.0,72.0
-1700000.0,450000.0,18.9,32.0,71.0
-1700000.0,500000.0,19.4,35.0,72.0
-1700000.0,550000.0,20.4,38.0,72.0
-1700000.0,600000.0,20.7,38.0,71.0
-1700000.0,650000.0,21.0,37.0,75.0
-1700000.0,700000.0,21.7,38.0,78.0
-1700000.0,750000.0,22.0,39.0,80.0
-1700000.0,800000.0,23.1,40.0,82.0
-1700000.0,850000.0,23.5,40.0,83.0
-1700000.0,900000.0,22.5,32.0,83.0
-1700000.0,950000.0,21.3,27.0,85.0
-1650000.0,-350000.0,19.3,23.0,87.0
-1650000.0,-300000.0,19.0,23.0,84.0
-1650000.0,-250000.0,18.9,23.0,83.0
-1650000.0,-200000.0,18.9,24.0,81.0
-1650000.0,-150000.0,19.1,24.0,80.0
-1650000.0,-100000.0,19.6,25.0,77.0
-1650000.0,-50000.0,19.8,25.0,75.0
-1650000.0,0.0,19.9,25.0,72.0
-1650000.0,50000.0,20.0,25.0,71.0
-1650000.0,100000.0,20.1,25.0,69.0
-1650000.0,150000.0,20.1,25.0,67.0
-1650000.0,200000.0,19.6,26.0,67.0
-1650000.0,250000.0,18.5,26.0,66.0
-1650000.0,300000.0,18.4,26.0,67.0
-1650000.0,350000.0,18.8,25.0,73.0
-1650000.0,400000.0,19.0,26.0,74.0
-1650000.0,450000.0,19.7,32.0,74.0
-1650000.0,500000.0,20.7,37.0,77.0
-1650000.0,550000.0,21.7,38.0,76.0
-1650000.0,600000.0,21.7,38.0,76.0
-1650000.0,650000.0,22.4,38.0,79.0
-1650000.0,700000.0,22.5,39.0,80.0
-1650000.0,750000.0,22.9,39.0,84.0
-1650000.0,800000.0,23.5,40.0,85.0
-1650000.0,850000.0,23.4,36.0,85.0
-1650000.0,900000.0,21.5,28.0,85.0
-1650000.0,950000.0,21.7,27.0,86.0
-1600000.0,-700000.0,22.3,23.0,89.0
-1600000.0,-650000.0,24.4,23.0,89.0
-1600000.0,-600000.0,22.1,22.0,90.0
-1600000.0,-450000.0,19.8,23.0,90.0
-1600000.0,-350000.0,18.6,24.0,89.0
-1600000.0,-300000.0,19.0,24.0,86.0
-1600000.0,-250000.0,19.2,24.0,84.0
-1600000.0,-200000.0,19.4,24.0,82.0
-1600000.0,-150000.0,19.5,24.0,80.0
-1600000.0,-100000.0,19.8,25.0,77.0
-1600000.0,-50000.0,19.8,25.0,74.0
-1600000.0,0.0,19.9,25.0,71.0
-1600000.0,50000.0,20.3,25.0,69.0
-1600000.0,100000.0,20.3,25.0,68.0
-1600000.0,150000.0,20.0,25.0,67.0
-1600000.0,200000.0,19.1,26.0,66.0
-1600000.0,250000.0,18.0,26.0,67.0
-1600000.0,300000.0,18.1,25.0,71.0
-1600000.0,350000.0,19.0,25.0,76.0
-1600000.0,400000.0,19.0,28.0,77.0
-1600000.0,450000.0,21.3,35.0,79.0
-1600000.0,500000.0,22.2,38.0,81.0
-1600000.0,550000.0,22.6,38.0,79.0
-1600000.0,600000.0,22.9,37.0,80.0
-1600000.0,650000.0,23.3,37.0,81.0
-1600000.0,700000.0,23.3,39.0,85.0
-1600000.0,750000.0,23.7,40.0,88.0
-1600000.0,800000.0,23.0,38.0,87.0
-1600000.0,850000.0,21.8,30.0,87.0
-1600000.0,900000.0,21.2,27.0,87.0
-1550000.0,-850000.0,22.1,22.0,86.0
-1550000.0,-800000.0,21.8,23.0,88.0
-1550000.0,-750000.0,20.9,23.0,89.0
-1550000.0,-700000.0,21.3,24.0,89.0
-1550000.0,-650000.0,21.8,24.0,89.0
-1550000.0,-600000.0,20.8,23.0,91.0
-1550000.0,-550000.0,20.1,23.0,91.0
-1550000.0,-500000.0,19.5,23.0,91.0
-1550000.0,-450000.0,19.0,24.0,92.0
-1550000.0,-400000.0,18.5,24.0,92.0
-1550000.0,-350000.0,18.6,24.0,91.0
-1550000.0,-300000.0,19.1,24.0,90.0
-1550000.0,-250000.0,19.7,24.0,85.0
-1550000.0,-200000.0,20.3,24.0,84.0
-1550000.0,-150000.0,20.6,25.0,81.0
-1550000.0,-100000.0,20.6,25.0,79.0
-1550000.0,-50000.0,19.8,25.0,73.0
-1550000.0,0.0,19.7,25.0,70.0
-1550000.0,50000.0,20.8,25.0,69.0
-1550000.0,100000.0,20.7,25.0,69.0
-1550000.0,150000.0,20.0,25.0,68.0
-1550000.0,200000.0,18.9,26.0,67.0
-1550000.0,250000.0,18.0,26.0,70.0
-1550000.0,300000.0,18.2,25.0,76.0
-1550000.0,350000.0,19.1,25.0,77.0
-1550000.0,400000.0,20.3,31.0,83.0
-1550000.0,450000.0,22.6,36.0,84.0
-1550000.0,500000.0,23.1,37.0,84.0
-1550000.0,550000.0,23.5,38.0,84.0
-1550000.0,600000.0,23.7,37.0,84.0
-1550000.0,650000.0,24.0,37.0,84.0
-1550000.0,700000.0,24.3,39.0,90.0
-1550000.0,750000.0,23.9,39.0,89.0
-1550000.0,800000.0,22.1,33.0,90.0
-1550000.0,850000.0,20.7,28.0,88.0
-1500000.0,-950000.0,20.4,20.0,84.0
-1500000.0,-900000.0,19.2,22.0,85.0
-1500000.0,-850000.0,20.8,24.0,86.0
-1500000.0,-800000.0,21.3,24.0,87.0
-1500000.0,-750000.0,21.1,24.0,88.0
-1500000.0,-700000.0,21.1,24.0,88.0
-1500000.0,-650000.0,20.8,24.0,90.0
-1500000.0,-600000.0,20.0,24.0,90.0
-1500000.0,-550000.0,19.5,23.0,91.0
-1500000.0,-500000.0,19.1,24.0,92.0
-1500000.0,-450000.0,18.7,24.0,93.0
-1500000.0,-400000.0,18.6,24.0,94.0
-1500000.0,-350000.0,18.9,24.0,93.0
-1500000.0,-300000.0,19.2,24.0,93.0
-1500000.0,-250000.0,20.2,24.0,88.0
-1500000.0,-200000.0,20.8,24.0,88.0
-1500000.0,-150000.0,21.0,25.0,83.0
-1500000.0,-100000.0,20.9,25.0,81.0
-1500000.0,-50000.0,19.8,25.0,72.0
-1500000.0,0.0,19.5,25.0,69.0
-1500000.0,50000.0,20.3,25.0,71.0
-1500000.0,100000.0,20.2,25.0,75.0
-1500000.0,150000.0,19.6,25.0,73.0
-1500000.0,200000.0,18.5,25.0,75.0
-1500000.0,250000.0,18.0,25.0,79.0
-1500000.0,300000.0,18.3,25.0,81.0
-1500000.0,350000.0,19.5,26.0,84.0
-1500000.0,400000.0,21.8,32.0,88.0
-1500000.0,450000.0,23.0,36.0,88.0
-1500000.0,500000.0,23.8,38.0,88.0
-1500000.0,550000.0,24.3,38.0,88.0
-1500000.0,600000.0,24.4,36.0,88.0
-1500000.0,650000.0,24.9,35.0,91.0
-1500000.0,700000.0,25.2,37.0,92.0
-1500000.0,750000.0,23.8,35.0,93.0
-1500000.0,800000.0,22.0,30.0,92.0
-1500000.0,850000.0,21.5,29.0,92.0
-1450000.0,-1100000.0,23.8,15.0,76.0
-1450000.0,-1050000.0,25.2,18.0,79.0
-1450000.0,-1000000.0,26.6,20.0,81.0
-1450000.0,-950000.0,23.5,21.0,85.0
-1450000.0,-900000.0,20.7,22.0,86.0
-1450000.0,-850000.0,20.7,24.0,87.0
-1450000.0,-800000.0,21.0,25.0,87.0
-1450000.0,-750000.0,20.9,25.0,86.0
-1450000.0,-700000.0,20.4,25.0,86.0
-1450000.0,-650000.0,19.8,24.0,90.0
-1450000.0,-600000.0,19.4,24.0,90.0
-1450000.0,-550000.0,19.1,24.0,93.0
-1450000.0,-500000.0,19.0,24.0,95.0
-1450000.0,-450000.0,18.5,24.0,96.0
-1450000.0,-400000.0,18.6,24.0,97.0
-1450000.0,-350000.0,19.0,24.0,96.0
-1450000.0,-300000.0,19.4,24.0,96.0
-1450000.0,-250000.0,20.0,24.0,92.0
-1450000.0,-200000.0,20.3,25.0,91.0
-1450000.0,-150000.0,20.7,25.0,86.0
-1450000.0,-100000.0,20.7,25.0,83.0
-1450000.0,-50000.0,19.7,25.0,73.0
-1450000.0,0.0,19.2,25.0,69.0
-1450000.0,50000.0,19.0,25.0,74.0
-1450000.0,100000.0,18.7,25.0,81.0
-1450000.0,150000.0,18.6,25.0,78.0
-1450000.0,200000.0,18.2,25.0,85.0
-1450000.0,250000.0,18.0,25.0,87.0
-1450000.0,300000.0,18.8,25.0,88.0
-1450000.0,350000.0,20.7,27.0,92.0
-1450000.0,400000.0,22.6,32.0,92.0
-1450000.0,450000.0,23.4,35.0,93.0
-1450000.0,500000.0,24.7,37.0,93.0
-1450000.0,550000.0,24.8,37.0,92.0
-1450000.0,600000.0,25.3,33.0,95.0
-1450000.0,650000.0,25.7,33.0,96.0
-1450000.0,700000.0,25.3,33.0,95.0
-1450000.0,750000.0,23.8,31.0,96.0
-1450000.0,800000.0,22.1,29.0,94.0
-1400000.0,-1050000.0,25.9,20.0,79.0
-1400000.0,-1000000.0,26.2,21.0,81.0
-1400000.0,-950000.0,24.1,22.0,85.0
-1400000.0,-900000.0,21.8,22.0,87.0
-1400000.0,-850000.0,21.0,24.0,87.0
-1400000.0,-800000.0,20.8,25.0,87.0
-1400000.0,-750000.0,20.0,25.0,84.0
-1400000.0,-700000.0,19.0,25.0,84.0
-1400000.0,-650000.0,18.8,25.0,88.0
-1400000.0,-600000.0,19.0,25.0,90.0
-1400000.0,-550000.0,18.9,24.0,96.0
-1400000.0,-500000.0,18.9,24.0,99.0
-1400000.0,-450000.0,18.7,24.0,99.0
-1400000.0,-400000.0,18.7,25.0,99.0
-1400000.0,-350000.0,19.0,24.0,98.0
-1400000.0,-300000.0,19.4,24.0,98.0
-1400000.0,-250000.0,19.8,25.0,95.0
-1400000.0,-200000.0,19.6,25.0,92.0
-1400000.0,-150000.0,20.1,25.0,89.0
-1400000.0,-100000.0,20.3,25.0,85.0
-1400000.0,-50000.0,19.3,25.0,80.0
-1400000.0,0.0,18.9,25.0,79.0
-1400000.0,50000.0,18.5,26.0,84.0
-1400000.0,100000.0,18.0,26.0,86.0
-1400000.0,150000.0,17.9,25.0,85.0
-1400000.0,200000.0,18.0,25.0,90.0
-1400000.0,250000.0,18.0,25.0,91.0
-1400000.0,300000.0,19.2,26.0,94.0
-1400000.0,350000.0,21.5,27.0,96.0
-1400000.0,400000.0,23.5,32.0,96.0
-1400000.0,450000.0,24.4,35.0,98.0
-1400000.0,500000.0,25.0,35.0,97.0
-1400000.0,550000.0,25.5,32.0,97.0
-1400000.0,600000.0,26.2,31.0,99.0
-1400000.0,650000.0,26.0,30.0,99.0
-1400000.0,700000.0,25.3,30.0,99.0
-1400000.0,750000.0,24.1,30.0,98.0
-1400000.0,800000.0,23.9,30.0,99.0
-1350000.0,-1050000.0,25.3,21.0,80.0
-1350000.0,-1000000.0,24.4,23.0,81.0
-1350000.0,-950000.0,22.9,24.0,85.0
-1350000.0,-900000.0,21.5,23.0,88.0
-1350000.0,-850000.0,21.0,24.0,88.0
-1350000.0,-800000.0,20.9,25.0,88.0
-1350000.0,-750000.0,19.6,25.0,85.0
-1350000.0,-700000.0,18.1,25.0,84.0
-1350000.0,-650000.0,18.3,25.0,86.0
-1350000.0,-600000.0,18.8,25.0,89.0
-1350000.0,-550000.0,18.9,24.0,96.0
-1350000.0,-500000.0,18.9,24.0,101.0
-1350000.0,-450000.0,18.8,24.0,100.0
-1350000.0,-400000.0,18.6,24.0,100.0
-1350000.0,-350000.0,18.7,24.0,100.0
-1350000.0,-300000.0,19.0,25.0,99.0
-1350000.0,-250000.0,19.3,25.0,98.0
-1350000.0,-200000.0,19.3,25.0,93.0
-1350000.0,-150000.0,19.5,25.0,92.0
-1350000.0,-100000.0,19.5,25.0,87.0
-1350000.0,-50000.0,19.1,25.0,87.0
-1350000.0,0.0,19.0,26.0,90.0
-1350000.0,50000.0,19.4,26.0,93.0
-1350000.0,100000.0,18.5,26.0,92.0
-1350000.0,150000.0,17.7,25.0,93.0
-1350000.0,200000.0,17.8,25.0,94.0
-1350000.0,250000.0,18.3,26.0,96.0
-1350000.0,300000.0,20.0,26.0,98.0
-1350000.0,350000.0,22.7,29.0,99.0
-1350000.0,400000.0,24.7,33.0,100.0
-1350000.0,450000.0,24.9,34.0,100.0
-1350000.0,500000.0,25.6,32.0,101.0
-1350000.0,550000.0,26.3,30.0,101.0
-1350000.0,600000.0,26.6,30.0,100.0
-1350000.0,650000.0,26.5,29.0,101.0
-1350000.0,700000.0,25.9,28.0,100.0
-1350000.0,750000.0,25.1,29.0,101.0
-1350000.0,800000.0,25.1,30.0,104.0
-1350000.0,850000.0,26.8,30.0,103.0
-1300000.0,-1100000.0,24.4,18.0,78.0
-1300000.0,-1050000.0,23.6,20.0,81.0
-1300000.0,-1000000.0,22.5,24.0,84.0
-1300000.0,-950000.0,21.2,24.0,86.0
-1300000.0,-900000.0,20.4,25.0,88.0
-1300000.0,-850000.0,20.5,25.0,88.0
-1300000.0,-800000.0,21.0,25.0,87.0
-1300000.0,-750000.0,20.1,25.0,86.0
-1300000.0,-700000.0,18.8,25.0,85.0
-1300000.0,-650000.0,18.7,25.0,86.0
-1300000.0,-600000.0,18.9,25.0,87.0
-1300000.0,-550000.0,19.0,25.0,89.0
-1300000.0,-500000.0,19.0,24.0,98.0
-1300000.0,-450000.0,18.8,24.0,98.0
-1300000.0,-400000.0,18.4,24.0,101.0
-1300000.0,-350000.0,18.3,24.0,101.0
-1300000.0,-300000.0,18.4,25.0,99.0
-1300000.0,-250000.0,18.9,25.0,98.0
-1300000.0,-200000.0,19.0,25.0,94.0
-1300000.0,-150000.0,19.0,26.0,93.0
-1300000.0,-100000.0,19.0,25.0,89.0
-1300000.0,-50000.0,19.0,25.0,90.0
-1300000.0,0.0,19.3,27.0,92.0
-1300000.0,50000.0,21.1,32.0,95.0
-1300000.0,100000.0,19.6,32.0,95.0
-1300000.0,150000.0,18.0,26.0,96.0
-1300000.0,200000.0,18.3,25.0,97.0
-1300000.0,250000.0,18.7,26.0,99.0
-1300000.0,300000.0,20.4,26.0,100.0
-1300000.0,350000.0,24.3,32.0,103.0
-1300000.0,400000.0,25.5,34.0,103.0
-1300000.0,450000.0,26.1,33.0,102.0
-1300000.0,500000.0,27.1,32.0,103.0
-1300000.0,550000.0,27.2,30.0,102.0
-1300000.0,600000.0,28.2,29.0,103.0
-1300000.0,650000.0,27.3,27.0,103.0
-1300000.0,700000.0,26.9,28.0,103.0
-1300000.0,750000.0,26.7,29.0,106.0
-1300000.0,800000.0,26.1,29.0,105.0
-1300000.0,850000.0,29.9,31.0,106.0
-1250000.0,-1150000.0,22.2,19.0,75.0
-1250000.0,-1100000.0,22.1,19.0,79.0
-1250000.0,-1050000.0,21.6,21.0,82.0
-1250000.0,-1000000.0,20.6,24.0,86.0
-1250000.0,-950000.0,19.3,25.0,88.0
-1250000.0,-900000.0,18.5,25.0,88.0
-1250000.0,-850000.0,19.3,25.0,88.0
-1250000.0,-800000.0,19.8,25.0,87.0
-1250000.0,-750000.0,19.5,25.0,86.0
-1250000.0,-700000.0,19.0,25.0,85.0
-1250000.0,-650000.0,18.8,25.0,85.0
-1250000.0,-600000.0,18.8,25.0,85.0
-1250000.0,-550000.0,18.9,25.0,86.0
-1250000.0,-500000.0,19.0,25.0,94.0
-1250000.0,-450000.0,19.0,25.0,96.0
-1250000.0,-400000.0,18.2,25.0,99.0
-1250000.0,-350000.0,18.0,25.0,100.0
-1250000.0,-300000.0,18.2,25.0,99.0
-1250000.0,-250000.0,18.7,25.0,97.0
-1250000.0,-200000.0,18.9,25.0,95.0
-1250000.0,-150000.0,19.1,26.0,92.0
-1250000.0,-100000.0,18.9,26.0,91.0
-1250000.0,-50000.0,18.9,26.0,92.0
-1250000.0,0.0,20.5,29.0,94.0
-1250000.0,50000.0,22.6,39.0,97.0
-1250000.0,100000.0,22.1,38.0,97.0
-1250000.0,150000.0,20.4,26.0,98.0
-1250000.0,200000.0,19.1,25.0,98.0
-1250000.0,250000.0,19.1,26.0,100.0
-1250000.0,300000.0,21.6,27.0,101.0
-1250000.0,350000.0,25.9,31.0,103.0
-1250000.0,400000.0,25.8,32.0,103.0
-1250000.0,450000.0,27.8,32.0,104.0
-1250000.0,500000.0,28.5,32.0,105.0
-1250000.0,550000.0,29.8,30.0,104.0
-1250000.0,600000.0,30.3,28.0,105.0
-1250000.0,650000.0,28.4,28.0,105.0
-1250000.0,700000.0,29.5,28.0,107.0
-1250000.0,750000.0,30.0,28.0,108.0
-1250000.0,800000.0,31.3,31.0,109.0
-1250000.0,850000.0,34.5,32.0,110.0
